stp_name,boroughs,start_date,end_date,dose,age_band,vaccines,population,percent_vaccine
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-03-21,2nd dose,75-79,1567,36008,0.04351810708731393
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-03-21,2nd dose,75-79,2771,33389,0.0829914043547276
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-03-21,2nd dose,75-79,3012,50001,0.06023879522409552
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-03-21,2nd dose,75-79,2518,38296,0.06575099227073324
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-03-21,2nd dose,75-79,1728,35616,0.04851752021563342
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-03-21,2nd dose,80+,13373,57517,0.23250517238381696
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-03-21,2nd dose,80+,17725,51226,0.3460156951548042
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-03-21,2nd dose,80+,15593,77033,0.20241974218841277
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-03-21,2nd dose,80+,13890,60667,0.22895478596271449
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-03-21,2nd dose,80+,14410,55290,0.26062579128232954
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-03-21,2nd dose,Under 50,12261,1078643,0.011367060278516618
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-03-21,2nd dose,Under 50,12955,784453,0.01651469240349645
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-03-21,2nd dose,Under 50,16506,1039457,0.015879444748556217
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-03-21,2nd dose,Under 50,13518,942891,0.014336757907329691
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-03-21,2nd dose,Under 50,15014,737890,0.020347206223149793
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-03-28,1st dose,50-54,86388,116131,0.7438840619645056
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-03-28,1st dose,50-54,71120,95929,0.7413816468429776
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-03-28,1st dose,50-54,104140,135394,0.7691625921384995
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-03-28,1st dose,50-54,91349,118762,0.7691770094811472
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-03-28,1st dose,50-54,79942,100801,0.7930675290919733
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-03-28,1st dose,55-59,80879,99417,0.8135328967882757
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-03-28,1st dose,55-59,67533,81982,0.8237539947793419
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-03-28,1st dose,55-59,100327,120946,0.8295189588742083
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-03-28,1st dose,55-59,88679,104934,0.8450931061429089
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-03-28,1st dose,55-59,76728,88189,0.8700404812391568
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-03-28,1st dose,60-64,68765,79241,0.8677957118158529
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-03-28,1st dose,60-64,56500,64335,0.8782155902696821
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-03-28,1st dose,60-64,85563,99934,0.8561950887585806
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-03-28,1st dose,60-64,72250,78762,0.9173205352835123
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-03-28,1st dose,60-64,63027,68802,0.9160634865265544
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-03-28,1st dose,65-69,53450,62019,0.8618326641835566
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-03-28,1st dose,65-69,44937,52454,0.8566934838143897
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-03-28,1st dose,65-69,69360,81945,0.8464213801940326
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-03-28,1st dose,65-69,54677,59879,0.9131248016833948
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-03-28,1st dose,65-69,51018,56629,0.9009164915502658
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-03-28,1st dose,70-74,45712,51198,0.8928473768506582
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-03-28,1st dose,70-74,40707,46739,0.8709428956545925
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-03-28,1st dose,70-74,60734,69815,0.8699276659743608
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-03-28,1st dose,70-74,50449,54280,0.9294215180545321
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-03-28,1st dose,70-74,49245,51514,0.9559537213184766
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-03-28,1st dose,75-79,31387,36008,0.871667407242835
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-03-28,1st dose,75-79,29299,33389,0.8775045673724879
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-03-28,1st dose,75-79,44048,50001,0.880942381152377
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-03-28,1st dose,75-79,35916,38296,0.9378525172341758
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-03-28,1st dose,75-79,34386,35616,0.9654649595687331
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-03-28,1st dose,80+,46556,57517,0.8094302554027505
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-03-28,1st dose,80+,42257,51226,0.8249131300511459
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-03-28,1st dose,80+,63763,77033,0.8277361650201861
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-03-28,1st dose,80+,52739,60667,0.8693193993439596
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-03-28,1st dose,80+,49535,55290,0.8959124615662869
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-03-28,1st dose,Under 50,214830,1078643,0.19916691620860655
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-03-28,1st dose,Under 50,178376,784453,0.22738902139452588
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-03-28,1st dose,Under 50,244887,1039457,0.2355912750599592
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-03-28,1st dose,Under 50,197252,942891,0.20919915451520907
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-03-28,1st dose,Under 50,162860,737890,0.22071040398975458
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-03-28,2nd dose,50-54,4135,116131,0.03560634111477556
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-03-28,2nd dose,50-54,4138,95929,0.04313606938464906
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-03-28,2nd dose,50-54,5192,135394,0.038347341831986646
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-03-28,2nd dose,50-54,4259,118762,0.03586163924487631
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-03-28,2nd dose,50-54,4569,100801,0.04532693128044365
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-03-28,2nd dose,55-59,3832,99417,0.0385447156924872
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-03-28,2nd dose,55-59,4297,81982,0.0524139445244078
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-03-28,2nd dose,55-59,5198,120946,0.04297785788699089
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-03-28,2nd dose,55-59,4245,104934,0.04045399965692721
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-03-28,2nd dose,55-59,4793,88189,0.054349181870754854
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-03-28,2nd dose,60-64,3170,79241,0.04000454310268674
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-03-28,2nd dose,60-64,3536,64335,0.05496230667599285
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-03-28,2nd dose,60-64,4589,99934,0.045920307402885906
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-03-28,2nd dose,60-64,3362,78762,0.04268555902592621
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-03-28,2nd dose,60-64,3723,68802,0.054111799075608265
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-03-28,2nd dose,65-69,2405,62019,0.038778438865508955
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-03-28,2nd dose,65-69,3234,52454,0.06165402066572616
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-03-28,2nd dose,65-69,4008,81945,0.04891085484166209
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-03-28,2nd dose,65-69,2477,59879,0.04136675629185524
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-03-28,2nd dose,65-69,2810,56629,0.049621218810150275
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-03-28,2nd dose,70-74,3751,51198,0.07326458064768156
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-03-28,2nd dose,70-74,5493,46739,0.11752497913947667
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-03-28,2nd dose,70-74,7056,69815,0.10106710592279596
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-03-28,2nd dose,70-74,5054,54280,0.09310980103168755
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-03-28,2nd dose,70-74,4260,51514,0.0826959661451256
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-03-28,2nd dose,75-79,3793,36008,0.10533770273272607
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-03-28,2nd dose,75-79,7950,33389,0.23810236904369703
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-03-28,2nd dose,75-79,6927,50001,0.1385372292554149
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-03-28,2nd dose,75-79,6104,38296,0.15939001462293712
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-03-28,2nd dose,75-79,6775,35616,0.19022349505840072
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-03-28,2nd dose,80+,19539,57517,0.3397082601665595
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-03-28,2nd dose,80+,22734,51226,0.44379807129192206
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-03-28,2nd dose,80+,24865,77033,0.3227837420326354
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-03-28,2nd dose,80+,20880,60667,0.3441739331102576
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-03-28,2nd dose,80+,23437,55290,0.42389220473865075
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-03-28,2nd dose,Under 50,20599,1078643,0.019097143355123056
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-03-28,2nd dose,Under 50,19890,784453,0.025355247541917744
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-03-28,2nd dose,Under 50,26195,1039457,0.025200657651062046
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-03-28,2nd dose,Under 50,21763,942891,0.02308114087418376
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-03-28,2nd dose,Under 50,22626,737890,0.030663106967163126
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-04,1st dose,50-54,90976,116131,0.7833911703162808
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-04,1st dose,50-54,72872,95929,0.7596451542286483
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-04,1st dose,50-54,108402,135394,0.8006410919243098
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-04,1st dose,50-54,95502,118762,0.8041461073407319
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-04,1st dose,50-54,83382,100801,0.8271941746609657
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-04,1st dose,55-59,83245,99417,0.8373316434814971
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-04,1st dose,55-59,68754,81982,0.8386475079895587
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-04,1st dose,55-59,102264,120946,0.8455343707108958
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-04,1st dose,55-59,90829,104934,0.8655821754626718
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-04,1st dose,55-59,78193,88189,0.8866525303609294
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-04,1st dose,60-64,69803,79241,0.8808949912292878
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-04,1st dose,60-64,57006,64335,0.8860806714851946
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-04,1st dose,60-64,86517,99934,0.8657413893169492
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-04,1st dose,60-64,73163,78762,0.9289124196947767
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-04,1st dose,60-64,63608,68802,0.9245080084881253
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-04,1st dose,65-69,53851,62019,0.8682984246763089
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-04,1st dose,65-69,45118,52454,0.8601441262820757
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-04,1st dose,65-69,69724,81945,0.8508633839770577
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-04,1st dose,65-69,54950,59879,0.9176839960587184
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-04,1st dose,65-69,51216,56629,0.9044129333027248
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-04,1st dose,70-74,45860,51198,0.8957381147701082
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-04,1st dose,70-74,40820,46739,0.8733605768202144
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-04,1st dose,70-74,60910,69815,0.8724486141946574
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-04,1st dose,70-74,50552,54280,0.931319086219602
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-04,1st dose,70-74,49426,51514,0.9594673292697131
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-04,1st dose,75-79,31484,36008,0.8743612530548767
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-04,1st dose,75-79,29381,33389,0.8799604660217437
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-04,1st dose,75-79,44135,50001,0.882682346353073
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-04,1st dose,75-79,36003,38296,0.9401242949655316
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-04,1st dose,75-79,34484,35616,0.9682165318957772
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-04,1st dose,80+,46704,57517,0.8120034076881618
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-04,1st dose,80+,42386,51226,0.8274313825010736
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-04,1st dose,80+,63833,77033,0.8286448664857918
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-04,1st dose,80+,52838,60667,0.8709512585095687
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-04,1st dose,80+,49681,55290,0.8985530837402785
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-04,1st dose,Under 50,231499,1078643,0.21462059272623102
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-04,1st dose,Under 50,189367,784453,0.24140005838463235
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-04,1st dose,Under 50,258120,1039457,0.24832196040817464
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-04,1st dose,Under 50,207865,942891,0.2204549624505908
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-04,1st dose,Under 50,171155,737890,0.23195191695239128
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-04,2nd dose,50-54,6032,116131,0.05194134210503655
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-04,2nd dose,50-54,5318,95929,0.055436833491436376
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-04,2nd dose,50-54,6813,135394,0.05031980737698864
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-04,2nd dose,50-54,6240,118762,0.05254205890773143
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-04,2nd dose,50-54,6240,100801,0.061904147776311744
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-04,2nd dose,55-59,5824,99417,0.05858153032177595
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-04,2nd dose,55-59,6216,81982,0.07582152179746773
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-04,2nd dose,55-59,6993,120946,0.05781919203611529
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-04,2nd dose,55-59,6290,104934,0.05994244000991099
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-04,2nd dose,55-59,6511,88189,0.07383006950980281
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-04,2nd dose,60-64,4879,79241,0.06157166113501849
North London Partners in Health and Care,"Barnet, Camden, Enfield, Haringey, Islington",2020-12-08,2021-04-04,2nd dose,60-64,5672,64335,0.08816351907981658
North West London Health and Care Partnership,"Brent, Ealing, Hammersmith and Fulham, Harrow, Hillingdon, Hounslow, Kensington and Chelsea, Westminster",2020-12-08,2021-04-04,2nd dose,60-64,6251,99934,0.06255128384733924
Our Healthier South East London,"Bexley, Bromley, Greenwich, Lambeth, Lewisham, Southwark",2020-12-08,2021-04-04,2nd dose,60-64,5325,78762,0.06760874533404433
South West London Health and Care Partnership,"Croydon, Kingston upon Thames, Merton, Richmond upon Thames, Sutton, Wandsworth",2020-12-08,2021-04-04,2nd dose,60-64,5327,68802,0.07742507485247521
East London Health and Care Partnership,"Barking and Dagenham, Hackney and City of London, Havering, Newham, Redbridge, Tower Hamlets, Waltham Forest",2020-12-08,2021-04-04,2nd dose,65-69,4474,62019,0.07213918315354972
